起运省,起运市,起运区县,目的省,目的市,目的区县,货物名称,运掌柜车长,运掌柜平台车型,状态,错误,基地,本地原始车型,查询起运区县,查询目的区县,查询目的区县来源,查询级别,市场价低,市场价高,市场参考价,距离km,可见样本数
江西省,南昌市,南昌县,上海市,上海市,奉贤区,普通货物,6.8,厢式,成功,,,,南昌县,奉贤区,输入区县,区县级,,,,701,0
江西省,南昌市,南昌县,上海市,上海市,浦东新区,普通货物,7.7,厢式,成功,,,,南昌县,浦东新区,输入区县,区县级,,,,725,0
江西省,南昌市,南昌县,上海市,上海市,奉贤区,普通货物,7.7,厢式,成功,,,,南昌县,奉贤区,输入区县,区县级,,,,701,0
江西省,南昌市,南昌县,上海市,上海市,浦东新区,普通货物,8.7,厢式,成功,,,,南昌县,浦东新区,输入区县,区县级,,,,725,0
江西省,南昌市,南昌县,上海市,上海市,奉贤区,普通货物,8.7,厢式,成功,,,,南昌县,奉贤区,输入区县,区县级,,,,701,0
江西省,南昌市,南昌县,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,南昌县,浦东新区,输入区县,区县级,,,,725,0
江西省,南昌市,南昌县,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,南昌县,奉贤区,输入区县,区县级,,,,701,0
江西省,南昌市,南昌县,上海市,上海市,浦东新区,普通货物,16,厢式,成功,,,,南昌县,浦东新区,输入区县,区县级,,,,725,0
江西省,南昌市,南昌县,上海市,上海市,奉贤区,普通货物,16,厢式,成功,,,,南昌县,奉贤区,输入区县,区县级,,,,701,0
江西省,南昌市,南昌县,上海市,上海市,浦东新区,普通货物,6.2,集装箱,成功,,,,南昌县,浦东新区,输入区县,区县级,,,,734,0
江西省,南昌市,南昌县,上海市,上海市,奉贤区,普通货物,6.2,集装箱,成功,,,,南昌县,奉贤区,输入区县,区县级,,,,690,0
江西省,南昌市,南昌县,上海市,上海市,浦东新区,普通货物,12.5,集装箱,成功,,,,南昌县,浦东新区,输入区县,区县级,,,,725,0
江西省,南昌市,南昌县,上海市,上海市,奉贤区,普通货物,12.5,集装箱,成功,,,,南昌县,奉贤区,输入区县,区县级,,,,701,0
浙江省,宁波市,北仑区,上海市,上海市,浦东新区,普通货物,6.2,厢式,成功,,,,北仑区,浦东新区,输入区县,区县级,,,,241,0
浙江省,宁波市,北仑区,上海市,上海市,奉贤区,普通货物,6.2,厢式,成功,,,,北仑区,奉贤区,输入区县,区县级,,,,193,0
浙江省,宁波市,北仑区,上海市,上海市,浦东新区,普通货物,6.8,厢式,成功,,,,北仑区,浦东新区,输入区县,区县级,,,,247,0
浙江省,宁波市,北仑区,上海市,上海市,奉贤区,普通货物,6.8,厢式,成功,,,,北仑区,奉贤区,输入区县,区县级,,,,204,0
浙江省,宁波市,北仑区,上海市,上海市,浦东新区,普通货物,8.7,厢式,成功,,,,北仑区,浦东新区,输入区县,区县级,,,,247,0
浙江省,宁波市,北仑区,上海市,上海市,奉贤区,普通货物,8.7,厢式,成功,,,,北仑区,奉贤区,输入区县,区县级,,,,204,0
浙江省,宁波市,北仑区,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,北仑区,浦东新区,输入区县,区县级,,,,247,0
浙江省,宁波市,北仑区,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,北仑区,奉贤区,输入区县,区县级,,,,204,0
浙江省,宁波市,北仑区,上海市,上海市,浦东新区,普通货物,16,厢式,成功,,,,北仑区,浦东新区,输入区县,区县级,,,,247,0
浙江省,宁波市,北仑区,上海市,上海市,奉贤区,普通货物,16,厢式,成功,,,,北仑区,奉贤区,输入区县,区县级,,,,204,0
浙江省,宁波市,北仑区,上海市,上海市,浦东新区,普通货物,6.2,集装箱,成功,,,,北仑区,浦东新区,输入区县,区县级,,,,241,0
浙江省,宁波市,北仑区,上海市,上海市,奉贤区,普通货物,6.2,集装箱,成功,,,,北仑区,奉贤区,输入区县,区县级,,,,193,0
浙江省,宁波市,北仑区,上海市,上海市,浦东新区,普通货物,12.5,集装箱,成功,,,,北仑区,浦东新区,输入区县,区县级,,,,247,0
浙江省,宁波市,北仑区,上海市,上海市,奉贤区,普通货物,12.5,集装箱,成功,,,,北仑区,奉贤区,输入区县,区县级,,,,204,0
浙江省,嘉兴市,平湖市,上海市,上海市,浦东新区,普通货物,6.8,厢式,成功,,,,平湖市,浦东新区,输入区县,区县级,,,,102,0
浙江省,嘉兴市,平湖市,上海市,上海市,奉贤区,普通货物,6.8,厢式,成功,,,,平湖市,奉贤区,输入区县,区县级,,,,68,0
浙江省,嘉兴市,平湖市,上海市,上海市,浦东新区,普通货物,7.7,厢式,成功,,,,平湖市,浦东新区,输入区县,区县级,,,,102,0
浙江省,嘉兴市,平湖市,上海市,上海市,奉贤区,普通货物,7.7,厢式,成功,,,,平湖市,奉贤区,输入区县,区县级,,,,68,0
浙江省,嘉兴市,平湖市,上海市,上海市,浦东新区,普通货物,8.7,厢式,成功,,,,平湖市,浦东新区,输入区县,区县级,,,,102,0
浙江省,嘉兴市,平湖市,上海市,上海市,奉贤区,普通货物,8.7,厢式,成功,,,,平湖市,奉贤区,输入区县,区县级,,,,68,0
浙江省,嘉兴市,平湖市,上海市,上海市,浦东新区,普通货物,16,厢式,成功,,,,平湖市,浦东新区,输入区县,区县级,,,,102,0
浙江省,嘉兴市,平湖市,上海市,上海市,奉贤区,普通货物,16,厢式,成功,,,,平湖市,奉贤区,输入区县,区县级,,,,68,0
浙江省,嘉兴市,平湖市,上海市,上海市,浦东新区,普通货物,6.2,集装箱,成功,,,,平湖市,浦东新区,输入区县,区县级,,,,105,0
浙江省,嘉兴市,平湖市,上海市,上海市,奉贤区,普通货物,6.2,集装箱,成功,,,,平湖市,奉贤区,输入区县,区县级,,,,66,0
浙江省,嘉兴市,平湖市,上海市,上海市,浦东新区,普通货物,12.5,集装箱,成功,,,,平湖市,浦东新区,输入区县,区县级,,,,102,0
浙江省,嘉兴市,平湖市,上海市,上海市,奉贤区,普通货物,12.5,集装箱,成功,,,,平湖市,奉贤区,输入区县,区县级,,,,68,0
广西壮族自治区,钦州市,浦北县,上海市,上海市,浦东新区,普通货物,6.2,集装箱,成功,,,,浦北县,浦东新区,输入区县,区县级,,,,1880,0
广西壮族自治区,钦州市,浦北县,上海市,上海市,奉贤区,普通货物,6.2,集装箱,成功,,,,浦北县,奉贤区,输入区县,区县级,,,,1857,0
广西壮族自治区,钦州市,浦北县,上海市,上海市,浦东新区,普通货物,4.2,厢式,成功,,,,浦北县,浦东新区,输入区县,区县级,,,,1880,0
广西壮族自治区,钦州市,浦北县,上海市,上海市,奉贤区,普通货物,4.2,厢式,成功,,,,浦北县,奉贤区,输入区县,区县级,,,,1857,0
广西壮族自治区,钦州市,浦北县,上海市,上海市,浦东新区,普通货物,5,厢式,成功,,,,浦北县,浦东新区,输入区县,区县级,,,,1880,0
广西壮族自治区,钦州市,浦北县,上海市,上海市,奉贤区,普通货物,5,厢式,成功,,,,浦北县,奉贤区,输入区县,区县级,,,,1857,0
广西壮族自治区,钦州市,浦北县,上海市,上海市,浦东新区,普通货物,6.2,厢式,成功,,,,浦北县,浦东新区,输入区县,区县级,,,,1880,0
广西壮族自治区,钦州市,浦北县,上海市,上海市,奉贤区,普通货物,6.2,厢式,成功,,,,浦北县,奉贤区,输入区县,区县级,,,,1857,0
广西壮族自治区,钦州市,浦北县,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,浦北县,浦东新区,输入区县,区县级,,,,1874,0
广西壮族自治区,钦州市,浦北县,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,浦北县,奉贤区,输入区县,区县级,,,,1850,0
山东省,青岛市,黄岛区,上海市,上海市,浦东新区,普通货物,8.7,厢式,成功,,,,黄岛区,浦东新区,输入区县,区县级,,,,727,0
山东省,青岛市,黄岛区,上海市,上海市,奉贤区,普通货物,8.7,厢式,成功,,,,黄岛区,奉贤区,输入区县,区县级,,,,746,0
山东省,青岛市,黄岛区,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,黄岛区,浦东新区,输入区县,区县级,,,,727,0
山东省,青岛市,黄岛区,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,黄岛区,奉贤区,输入区县,区县级,,,,746,0
山东省,青岛市,黄岛区,上海市,上海市,浦东新区,普通货物,16,厢式,成功,,,,黄岛区,浦东新区,输入区县,区县级,,,,727,0
山东省,青岛市,黄岛区,上海市,上海市,奉贤区,普通货物,16,厢式,成功,,,,黄岛区,奉贤区,输入区县,区县级,,,,746,0
山东省,青岛市,黄岛区,上海市,上海市,浦东新区,普通货物,6.2,集装箱,成功,,,,黄岛区,浦东新区,输入区县,区县级,,,,694,0
山东省,青岛市,黄岛区,上海市,上海市,奉贤区,普通货物,6.2,集装箱,成功,,,,黄岛区,奉贤区,输入区县,区县级,,,,705,0
山东省,青岛市,黄岛区,上海市,上海市,浦东新区,普通货物,12.5,集装箱,成功,,,,黄岛区,浦东新区,输入区县,区县级,,,,727,0
山东省,青岛市,黄岛区,上海市,上海市,奉贤区,普通货物,12.5,集装箱,成功,,,,黄岛区,奉贤区,输入区县,区县级,,,,746,0
广西壮族自治区,钦州市,钦南区,上海市,上海市,浦东新区,普通货物,6.2,集装箱,成功,,,,钦南区,浦东新区,输入区县,区县级,,,,1948,0
广西壮族自治区,钦州市,钦南区,上海市,上海市,奉贤区,普通货物,6.2,集装箱,成功,,,,钦南区,奉贤区,输入区县,区县级,,,,1925,0
广西壮族自治区,钦州市,钦南区,上海市,上海市,浦东新区,普通货物,4.2,厢式,成功,,,,钦南区,浦东新区,输入区县,区县级,,,,1948,0
广西壮族自治区,钦州市,钦南区,上海市,上海市,奉贤区,普通货物,4.2,厢式,成功,,,,钦南区,奉贤区,输入区县,区县级,,,,1925,0
广西壮族自治区,钦州市,钦南区,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,钦南区,浦东新区,输入区县,区县级,,,,1948,0
广西壮族自治区,钦州市,钦南区,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,钦南区,奉贤区,输入区县,区县级,,,,1924,0
福建省,泉州市,晋江市,上海市,上海市,浦东新区,普通货物,6.2,集装箱,成功,,,,晋江市,浦东新区,输入区县,区县级,,,,952,0
福建省,泉州市,晋江市,上海市,上海市,奉贤区,普通货物,6.2,集装箱,成功,,,,晋江市,奉贤区,输入区县,区县级,,,,914,0
福建省,泉州市,晋江市,上海市,上海市,浦东新区,普通货物,4.2,厢式,成功,,,,晋江市,浦东新区,输入区县,区县级,,,,952,0
福建省,泉州市,晋江市,上海市,上海市,奉贤区,普通货物,4.2,厢式,成功,,,,晋江市,奉贤区,输入区县,区县级,,,,914,0
福建省,泉州市,晋江市,上海市,上海市,浦东新区,普通货物,7.7,厢式,成功,,,,晋江市,浦东新区,输入区县,区县级,,,,973,0
福建省,泉州市,晋江市,上海市,上海市,奉贤区,普通货物,7.7,厢式,成功,,,,晋江市,奉贤区,输入区县,区县级,,,,937,0
上海市,上海市,松江区,上海市,上海市,浦东新区,普通货物,6.2,集装箱,成功,,,,松江区,浦东新区,输入区县,区县级,,,,44,0
上海市,上海市,松江区,上海市,上海市,奉贤区,普通货物,6.2,集装箱,成功,,,,松江区,奉贤区,输入区县,区县级,,,,36,0
上海市,上海市,松江区,上海市,上海市,浦东新区,普通货物,7.7,厢式,成功,,,,松江区,浦东新区,输入区县,区县级,,,,48,0
上海市,上海市,松江区,上海市,上海市,奉贤区,普通货物,7.7,厢式,成功,,,,松江区,奉贤区,输入区县,区县级,,,,59,0
上海市,上海市,松江区,上海市,上海市,浦东新区,普通货物,8.7,厢式,成功,,,,松江区,浦东新区,输入区县,区县级,,,,48,0
上海市,上海市,松江区,上海市,上海市,奉贤区,普通货物,8.7,厢式,成功,,,,松江区,奉贤区,输入区县,区县级,,,,59,0
上海市,上海市,松江区,上海市,上海市,浦东新区,普通货物,16,厢式,成功,,,,松江区,浦东新区,输入区县,区县级,,,,48,0
上海市,上海市,松江区,上海市,上海市,奉贤区,普通货物,16,厢式,成功,,,,松江区,奉贤区,输入区县,区县级,,,,59,0
广东省,汕头市,澄海区,上海市,上海市,浦东新区,普通货物,6.2,厢式,成功,,,,澄海区,浦东新区,输入区县,区县级,,,,1215,0
广东省,汕头市,澄海区,上海市,上海市,奉贤区,普通货物,6.2,厢式,成功,,,,澄海区,奉贤区,输入区县,区县级,,,,1192,0
广东省,汕头市,澄海区,上海市,上海市,浦东新区,普通货物,7.7,厢式,成功,,,,澄海区,浦东新区,输入区县,区县级,,,,1218,0
广东省,汕头市,澄海区,上海市,上海市,奉贤区,普通货物,7.7,厢式,成功,,,,澄海区,奉贤区,输入区县,区县级,,,,1194,0
广东省,汕头市,澄海区,上海市,上海市,浦东新区,普通货物,8.7,厢式,成功,,,,澄海区,浦东新区,输入区县,区县级,,,,1218,0
广东省,汕头市,澄海区,上海市,上海市,奉贤区,普通货物,8.7,厢式,成功,,,,澄海区,奉贤区,输入区县,区县级,,,,1194,0
广东省,汕头市,澄海区,上海市,上海市,浦东新区,普通货物,6.2,集装箱,成功,,,,澄海区,浦东新区,输入区县,区县级,,,,1215,0
广东省,汕头市,澄海区,上海市,上海市,奉贤区,普通货物,6.2,集装箱,成功,,,,澄海区,奉贤区,输入区县,区县级,,,,1192,0
广东省,汕头市,澄海区,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,澄海区,浦东新区,输入区县,区县级,,,,1218,0
广东省,汕头市,澄海区,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,澄海区,奉贤区,输入区县,区县级,,,,1194,0
广东省,汕头市,澄海区,上海市,上海市,浦东新区,普通货物,16,厢式,成功,,,,澄海区,浦东新区,输入区县,区县级,,,,1218,0
广东省,汕头市,澄海区,上海市,上海市,奉贤区,普通货物,16,厢式,成功,,,,澄海区,奉贤区,输入区县,区县级,,,,1194,0
广东省,深圳市,宝安区,上海市,上海市,浦东新区,普通货物,6.2,集装箱,成功,,,,宝安区,浦东新区,输入区县,区县级,,,,1441,0
广东省,深圳市,宝安区,上海市,上海市,奉贤区,普通货物,6.2,集装箱,成功,,,,宝安区,奉贤区,输入区县,区县级,,,,1418,0
福建省,泉州市,石狮市,上海市,上海市,浦东新区,普通货物,6.8,厢式,成功,,,,石狮市,浦东新区,输入区县,区县级,,,,984,0
福建省,泉州市,石狮市,上海市,上海市,奉贤区,普通货物,6.8,厢式,成功,,,,石狮市,奉贤区,输入区县,区县级,,,,948,0
福建省,泉州市,石狮市,上海市,上海市,浦东新区,普通货物,7.7,厢式,成功,,,,石狮市,浦东新区,输入区县,区县级,,,,984,0
福建省,泉州市,石狮市,上海市,上海市,奉贤区,普通货物,7.7,厢式,成功,,,,石狮市,奉贤区,输入区县,区县级,,,,948,0
福建省,泉州市,石狮市,上海市,上海市,浦东新区,普通货物,8.7,厢式,成功,,,,石狮市,浦东新区,输入区县,区县级,,,,984,0
福建省,泉州市,石狮市,上海市,上海市,奉贤区,普通货物,8.7,厢式,成功,,,,石狮市,奉贤区,输入区县,区县级,,,,948,0
福建省,泉州市,石狮市,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,石狮市,浦东新区,输入区县,区县级,,,,984,0
福建省,泉州市,石狮市,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,石狮市,奉贤区,输入区县,区县级,,,,948,0
福建省,泉州市,石狮市,上海市,上海市,浦东新区,普通货物,16,厢式,成功,,,,石狮市,浦东新区,输入区县,区县级,,,,984,0
福建省,泉州市,石狮市,上海市,上海市,奉贤区,普通货物,16,厢式,成功,,,,石狮市,奉贤区,输入区县,区县级,,,,948,0
福建省,泉州市,石狮市,上海市,上海市,浦东新区,普通货物,6.2,集装箱,成功,,,,石狮市,浦东新区,输入区县,区县级,,,,962,0
福建省,泉州市,石狮市,上海市,上海市,奉贤区,普通货物,6.2,集装箱,成功,,,,石狮市,奉贤区,输入区县,区县级,,,,952,0
福建省,泉州市,石狮市,上海市,上海市,浦东新区,普通货物,12.5,集装箱,成功,,,,石狮市,浦东新区,输入区县,区县级,,,,984,0
福建省,泉州市,石狮市,上海市,上海市,奉贤区,普通货物,12.5,集装箱,成功,,,,石狮市,奉贤区,输入区县,区县级,,,,948,0
江苏省,宿迁市,宿豫区,上海市,上海市,浦东新区,普通货物,4.2,厢式,成功,,,,宿豫区,浦东新区,输入区县,区县级,,,,531,0
江苏省,宿迁市,宿豫区,上海市,上海市,奉贤区,普通货物,4.2,厢式,成功,,,,宿豫区,奉贤区,输入区县,区县级,,,,532,0
江苏省,宿迁市,宿豫区,上海市,上海市,浦东新区,普通货物,5,厢式,成功,,,,宿豫区,浦东新区,输入区县,区县级,,,,531,0
江苏省,宿迁市,宿豫区,上海市,上海市,奉贤区,普通货物,5,厢式,成功,,,,宿豫区,奉贤区,输入区县,区县级,,,,532,0
江苏省,宿迁市,宿豫区,上海市,上海市,浦东新区,普通货物,7.7,厢式,成功,,,,宿豫区,浦东新区,输入区县,区县级,,,,537,0
江苏省,宿迁市,宿豫区,上海市,上海市,奉贤区,普通货物,7.7,厢式,成功,,,,宿豫区,奉贤区,输入区县,区县级,,,,531,0
江苏省,宿迁市,宿豫区,上海市,上海市,浦东新区,普通货物,8.7,厢式,成功,,,,宿豫区,浦东新区,输入区县,区县级,,,,537,0
江苏省,宿迁市,宿豫区,上海市,上海市,奉贤区,普通货物,8.7,厢式,成功,,,,宿豫区,奉贤区,输入区县,区县级,,,,531,0
江苏省,宿迁市,宿豫区,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,宿豫区,浦东新区,输入区县,区县级,,,,537,0
江苏省,宿迁市,宿豫区,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,宿豫区,奉贤区,输入区县,区县级,,,,531,0
江苏省,宿迁市,宿豫区,上海市,上海市,浦东新区,普通货物,16,厢式,成功,,,,宿豫区,浦东新区,输入区县,区县级,,,,537,0
江苏省,宿迁市,宿豫区,上海市,上海市,奉贤区,普通货物,16,厢式,成功,,,,宿豫区,奉贤区,输入区县,区县级,,,,531,0
江苏省,宿迁市,宿豫区,上海市,上海市,浦东新区,普通货物,6.2,集装箱,成功,,,,宿豫区,浦东新区,输入区县,区县级,,,,531,0
江苏省,宿迁市,宿豫区,上海市,上海市,奉贤区,普通货物,6.2,集装箱,成功,,,,宿豫区,奉贤区,输入区县,区县级,,,,532,0
江苏省,宿迁市,宿豫区,上海市,上海市,浦东新区,普通货物,12.5,集装箱,成功,,,,宿豫区,浦东新区,输入区县,区县级,,,,537,0
江苏省,宿迁市,宿豫区,上海市,上海市,奉贤区,普通货物,12.5,集装箱,成功,,,,宿豫区,奉贤区,输入区县,区县级,,,,531,0
江苏省,苏州市,吴江区,上海市,上海市,浦东新区,普通货物,6.2,集装箱,成功,,,,吴江区,浦东新区,输入区县,区县级,,,,104,0
江苏省,苏州市,吴江区,上海市,上海市,奉贤区,普通货物,6.2,集装箱,成功,,,,吴江区,奉贤区,输入区县,区县级,,,,114,0
山东省,泰安市,岱岳区,上海市,上海市,浦东新区,普通货物,6.2,厢式,成功,,,,岱岳区,浦东新区,输入区县,区县级,,,,790,0
山东省,泰安市,岱岳区,上海市,上海市,奉贤区,普通货物,6.2,厢式,成功,,,,岱岳区,奉贤区,输入区县,区县级,,,,801,0
山东省,泰安市,岱岳区,上海市,上海市,浦东新区,普通货物,6.8,厢式,成功,,,,岱岳区,浦东新区,输入区县,区县级,,,,805,0
山东省,泰安市,岱岳区,上海市,上海市,奉贤区,普通货物,6.8,厢式,成功,,,,岱岳区,奉贤区,输入区县,区县级,,,,804,0
山东省,泰安市,岱岳区,上海市,上海市,浦东新区,普通货物,7.7,厢式,成功,,,,岱岳区,浦东新区,输入区县,区县级,,,,805,0
山东省,泰安市,岱岳区,上海市,上海市,奉贤区,普通货物,7.7,厢式,成功,,,,岱岳区,奉贤区,输入区县,区县级,,,,804,0
山东省,泰安市,岱岳区,上海市,上海市,浦东新区,普通货物,8.7,厢式,成功,,,,岱岳区,浦东新区,输入区县,区县级,,,,805,0
山东省,泰安市,岱岳区,上海市,上海市,奉贤区,普通货物,8.7,厢式,成功,,,,岱岳区,奉贤区,输入区县,区县级,,,,804,0
山东省,泰安市,岱岳区,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,岱岳区,浦东新区,输入区县,区县级,,,,805,0
山东省,泰安市,岱岳区,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,岱岳区,奉贤区,输入区县,区县级,,,,804,0
山东省,泰安市,岱岳区,上海市,上海市,浦东新区,普通货物,16,厢式,成功,,,,岱岳区,浦东新区,输入区县,区县级,,,,805,0
山东省,泰安市,岱岳区,上海市,上海市,奉贤区,普通货物,16,厢式,成功,,,,岱岳区,奉贤区,输入区县,区县级,,,,804,0
山东省,泰安市,岱岳区,上海市,上海市,浦东新区,普通货物,6.2,集装箱,成功,,,,岱岳区,浦东新区,输入区县,区县级,,,,790,0
山东省,泰安市,岱岳区,上海市,上海市,奉贤区,普通货物,6.2,集装箱,成功,,,,岱岳区,奉贤区,输入区县,区县级,,,,801,0
山东省,泰安市,岱岳区,上海市,上海市,浦东新区,普通货物,12.5,集装箱,成功,,,,岱岳区,浦东新区,输入区县,区县级,,,,805,0
山东省,泰安市,岱岳区,上海市,上海市,奉贤区,普通货物,12.5,集装箱,成功,,,,岱岳区,奉贤区,输入区县,区县级,,,,804,0
山东省,威海市,环翠区,上海市,上海市,浦东新区,普通货物,5,厢式,成功,,,,环翠区,浦东新区,输入区县,区县级,,,,1007,0
山东省,威海市,环翠区,上海市,上海市,奉贤区,普通货物,5,厢式,成功,,,,环翠区,奉贤区,输入区县,区县级,,,,988,0
山东省,威海市,环翠区,上海市,上海市,浦东新区,普通货物,6.2,厢式,成功,,,,环翠区,浦东新区,输入区县,区县级,,,,1007,0
山东省,威海市,环翠区,上海市,上海市,奉贤区,普通货物,6.2,厢式,成功,,,,环翠区,奉贤区,输入区县,区县级,,,,988,0
山东省,威海市,环翠区,上海市,上海市,浦东新区,普通货物,6.8,厢式,成功,,,,环翠区,浦东新区,输入区县,区县级,,,,993,0
山东省,威海市,环翠区,上海市,上海市,奉贤区,普通货物,6.8,厢式,成功,,,,环翠区,奉贤区,输入区县,区县级,,,,992,0
山东省,威海市,环翠区,上海市,上海市,浦东新区,普通货物,7.7,厢式,成功,,,,环翠区,浦东新区,输入区县,区县级,,,,993,0
山东省,威海市,环翠区,上海市,上海市,奉贤区,普通货物,7.7,厢式,成功,,,,环翠区,奉贤区,输入区县,区县级,,,,992,0
山东省,威海市,环翠区,上海市,上海市,浦东新区,普通货物,8.7,厢式,成功,,,,环翠区,浦东新区,输入区县,区县级,,,,993,0
山东省,威海市,环翠区,上海市,上海市,奉贤区,普通货物,8.7,厢式,成功,,,,环翠区,奉贤区,输入区县,区县级,,,,992,0
山东省,威海市,环翠区,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,环翠区,浦东新区,输入区县,区县级,,,,993,0
山东省,威海市,环翠区,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,环翠区,奉贤区,输入区县,区县级,,,,992,0
山东省,威海市,环翠区,上海市,上海市,浦东新区,普通货物,16,厢式,成功,,,,环翠区,浦东新区,输入区县,区县级,,,,993,0
山东省,威海市,环翠区,上海市,上海市,奉贤区,普通货物,16,厢式,成功,,,,环翠区,奉贤区,输入区县,区县级,,,,992,0
山东省,威海市,环翠区,上海市,上海市,浦东新区,普通货物,6.2,集装箱,成功,,,,环翠区,浦东新区,输入区县,区县级,,,,1007,0
山东省,威海市,环翠区,上海市,上海市,奉贤区,普通货物,6.2,集装箱,成功,,,,环翠区,奉贤区,输入区县,区县级,,,,988,0
山东省,威海市,环翠区,上海市,上海市,浦东新区,普通货物,12.5,集装箱,成功,,,,环翠区,浦东新区,输入区县,区县级,,,,993,0
山东省,威海市,环翠区,上海市,上海市,奉贤区,普通货物,12.5,集装箱,成功,,,,环翠区,奉贤区,输入区县,区县级,,,,992,0
安徽省,宣城市,宣州区,上海市,上海市,浦东新区,普通货物,6.8,厢式,成功,,,,宣州区,浦东新区,输入区县,区县级,,,,301,0
安徽省,宣城市,宣州区,上海市,上海市,奉贤区,普通货物,6.8,厢式,成功,,,,宣州区,奉贤区,输入区县,区县级,,,,300,0
安徽省,宣城市,宣州区,上海市,上海市,浦东新区,普通货物,7.7,厢式,成功,,,,宣州区,浦东新区,输入区县,区县级,,,,301,0
安徽省,宣城市,宣州区,上海市,上海市,奉贤区,普通货物,7.7,厢式,成功,,,,宣州区,奉贤区,输入区县,区县级,,,,300,0
安徽省,宣城市,宣州区,上海市,上海市,浦东新区,普通货物,8.7,厢式,成功,,,,宣州区,浦东新区,输入区县,区县级,,,,301,0
安徽省,宣城市,宣州区,上海市,上海市,奉贤区,普通货物,8.7,厢式,成功,,,,宣州区,奉贤区,输入区县,区县级,,,,300,0
安徽省,宣城市,宣州区,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,宣州区,浦东新区,输入区县,区县级,,,,301,0
安徽省,宣城市,宣州区,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,宣州区,奉贤区,输入区县,区县级,,,,300,0
安徽省,宣城市,宣州区,上海市,上海市,浦东新区,普通货物,6.2,集装箱,成功,,,,宣州区,浦东新区,输入区县,区县级,,,,286,0
安徽省,宣城市,宣州区,上海市,上海市,奉贤区,普通货物,6.2,集装箱,成功,,,,宣州区,奉贤区,输入区县,区县级,,,,296,0
安徽省,宣城市,宣州区,上海市,上海市,浦东新区,普通货物,12.5,集装箱,成功,,,,宣州区,浦东新区,输入区县,区县级,,,,301,0
安徽省,宣城市,宣州区,上海市,上海市,奉贤区,普通货物,12.5,集装箱,成功,,,,宣州区,奉贤区,输入区县,区县级,,,,300,0
江苏省,扬州市,江都区,上海市,上海市,浦东新区,普通货物,4.2,厢式,成功,,,,江都区,浦东新区,输入区县,区县级,,,,271,0
江苏省,扬州市,江都区,上海市,上海市,奉贤区,普通货物,4.2,厢式,成功,,,,江都区,奉贤区,输入区县,区县级,,,,287,0
江苏省,扬州市,江都区,上海市,上海市,浦东新区,普通货物,6.8,厢式,成功,,,,江都区,浦东新区,输入区县,区县级,,,,291,0
江苏省,扬州市,江都区,上海市,上海市,奉贤区,普通货物,6.8,厢式,成功,,,,江都区,奉贤区,输入区县,区县级,,,,290,0
江苏省,扬州市,江都区,上海市,上海市,浦东新区,普通货物,8.7,厢式,成功,,,,江都区,浦东新区,输入区县,区县级,,,,291,0
江苏省,扬州市,江都区,上海市,上海市,奉贤区,普通货物,8.7,厢式,成功,,,,江都区,奉贤区,输入区县,区县级,,,,290,0
江苏省,扬州市,江都区,上海市,上海市,浦东新区,普通货物,13,厢式,成功,,,,江都区,浦东新区,输入区县,区县级,,,,291,0
江苏省,扬州市,江都区,上海市,上海市,奉贤区,普通货物,13,厢式,成功,,,,江都区,奉贤区,输入区县,区县级,,,,290,0
江苏省,扬州市,江都区,上海市,上海市,浦东新区,普通货物,16,厢式,成功,,,,江都区,浦东新区,输入区县,区县级,,,,291,0
江苏省,扬州市,江都区,上海市,上海市,奉贤区,普通货物,16,厢式,成功,,,,江都区,奉贤区,输入区县,区县级,,,,290,0
江苏省,扬州市,江都区,上海市,上海市,浦东新区,普通货物,6.2,集装箱,成功,,,,江都区,浦东新区,输入区县,区县级,,,,271,0
江苏省,扬州市,江都区,上海市,上海市,奉贤区,普通货物,6.2,集装箱,成功,,,,江都区,奉贤区,输入区县,区县级,,,,287,0
江苏省,扬州市,江都区,上海市,上海市,浦东新区,普通货物,12.5,集装箱,成功,,,,江都区,浦东新区,输入区县,区县级,,,,291,0
江苏省,扬州市,江都区,上海市,上海市,奉贤区,普通货物,12.5,集装箱,成功,,,,江都区,奉贤区,输入区县,区县级,,,,290,0
